OBJECTID;pointid;grid_code;POINT_X;POINT_Y
1638;1631576;12.69999981;533212.25;152652.75
1639;1631577;12.39999962;533212.75;152652.75
1640;1631578;9.399999619;533213.25;152652.75
1641;1631579;9.100000381;533213.75;152652.75
1642;1633008;3.700000048;533167.75;152652.25
1643;1633009;4;533168.25;152652.25
1644;1633010;4.099999905;533168.75;152652.25
1645;1633011;4.300000191;533169.25;152652.25
1646;1633012;4.300000191;533169.75;152652.25
1647;1633013;4.800000191;533170.25;152652.25
1648;1633014;4.400000095;533170.75;152652.25
1649;1633015;4.599999905;533171.25;152652.25
1650;1633016;3.700000048;533171.75;152652.25
1651;1633017;3.700000048;533172.25;152652.25
1652;1633018;3.799999952;533172.75;152652.25
1653;1633019;4.300000191;533173.25;152652.25
1654;1633020;3;533173.75;152652.25
1655;1633021;3.200000048;533174.25;152652.25
1656;1633022;5.599999905;533198.25;152652.25
1657;1633023;5.199999809;533198.75;152652.25
1658;1633024;5.699999809;533199.25;152652.25
1659;1633025;7;533199.75;152652.25
1660;1633026;8.100000381;533200.25;152652.25
1661;1633027;9.800000191;533200.75;152652.25
1662;1633028;9.800000191;533201.25;152652.25
1663;1633029;8.199999809;533201.75;152652.25
1664;1633030;11.60000038;533202.25;152652.25
1665;1633031;12.19999981;533202.75;152652.25
1666;1633032;13.89999962;533203.25;152652.25
1667;1633033;13.80000019;533203.75;152652.25
1668;1633034;10;533204.25;152652.25
1669;1633035;15.30000019;533204.75;152652.25
1670;1633036;15.69999981;533205.25;152652.25
1671;1633037;16.20000076;533205.75;152652.25
1672;1633038;16.20000076;533206.25;152652.25
1673;1633039;17.10000038;533206.75;152652.25
1674;1633040;16.79999924;533207.25;152652.25
1675;1633041;16.5;533207.75;152652.25
1676;1633042;15.5;533208.25;152652.25
1677;1633043;15.69999981;533208.75;152652.25
1678;1633044;13.60000038;533209.25;152652.25
1679;1633045;9.800000191;533209.75;152652.25
1680;1633046;13.69999981;533210.25;152652.25
1681;1633047;11;533210.75;152652.25
1682;1633048;5.699999809;533211.25;152652.25
1683;1633049;12;533211.75;152652.25
1684;1633050;12.89999962;533212.25;152652.25
1685;1633051;13.10000038;533212.75;152652.25
1686;1633052;4.300000191;533213.25;152652.25
1687;1633053;8.800000191;533213.75;152652.25
1688;1633054;8.699999809;533215.75;152652.25
1689;1634502;3.599999905;533167.75;152651.75
1690;1634503;3.700000048;533168.25;152651.75
1691;1634504;4.199999809;533168.75;152651.75
1692;1634505;4;533169.25;152651.75
1693;1634506;4.5;533169.75;152651.75
1694;1634507;5.099999905;533170.25;152651.75
1695;1634508;4.599999905;533170.75;152651.75
1696;1634509;4.199999809;533171.25;152651.75
1697;1634510;3.5;533171.75;152651.75
1698;1634511;3.700000048;533172.25;152651.75
1699;1634512;4.800000191;533172.75;152651.75
1700;1634513;4;533173.25;152651.75
1701;1634514;4.199999809;533173.75;152651.75
1702;1634515;4;533174.25;152651.75
1703;1634516;4.199999809;533174.75;152651.75
1704;1634517;4.400000095;533175.25;152651.75
1705;1634518;3.700000048;533196.25;152651.75
1706;1634519;6;533198.25;152651.75
1707;1634520;5.800000191;533198.75;152651.75
1708;1634521;5.900000095;533199.25;152651.75
1709;1634522;5.599999905;533199.75;152651.75
1710;1634523;7.900000095;533200.25;152651.75
1711;1634524;7.800000191;533200.75;152651.75
1712;1634525;8.199999809;533201.25;152651.75
1713;1634526;9.800000191;533201.75;152651.75
1714;1634527;10.30000019;533202.25;152651.75
1715;1634528;11.80000019;533202.75;152651.75
1716;1634529;13.89999962;533203.25;152651.75
1717;1634530;13.80000019;533203.75;152651.75
1718;1634531;13.5;533204.25;152651.75
1719;1634532;14.60000038;533204.75;152651.75
1720;1634533;15.30000019;533205.25;152651.75
1721;1634534;16.20000076;533205.75;152651.75
1722;1634535;16;533206.25;152651.75
1723;1634536;17.10000038;533206.75;152651.75
1724;1634537;16.70000076;533207.25;152651.75
1725;1634538;15.89999962;533207.75;152651.75
1726;1634539;15;533208.25;152651.75
1727;1634540;15;533208.75;152651.75
1728;1634541;13.89999962;533209.25;152651.75
1729;1634542;13.89999962;533209.75;152651.75
1730;1634543;13;533210.25;152651.75
1731;1634544;10.30000019;533210.75;152651.75
1732;1634545;11.39999962;533211.25;152651.75
1733;1634546;12;533211.75;152651.75
1734;1634547;12.5;533212.25;152651.75
1735;1634548;12.80000019;533212.75;152651.75
1736;1634549;11.80000019;533213.25;152651.75
1737;1634550;7.699999809;533213.75;152651.75
1738;1634551;8.5;533214.25;152651.75
1739;1634552;8.100000381;533214.75;152651.75
1740;1634553;8.399999619;533215.25;152651.75
1742;1635994;4.199999809;533168.75;152651.25
1743;1635995;4.5;533169.25;152651.25
1744;1635996;4.599999905;533169.75;152651.25
1745;1635997;4.699999809;533170.25;152651.25
1746;1635998;4.599999905;533170.75;152651.25
1747;1635999;4.199999809;533171.25;152651.25
1748;1636000;4;533171.75;152651.25
1749;1636001;5;533172.75;152651.25
1750;1636002;4.199999809;533173.25;152651.25
1751;1636003;4.300000191;533173.75;152651.25
1752;1636004;3.599999905;533174.25;152651.25
1753;1636005;3.900000095;533174.75;152651.25
1754;1636006;4.599999905;533175.25;152651.25
1755;1636007;3.599999905;533196.25;152651.25
1756;1636008;3.799999952;533196.75;152651.25
1757;1636009;6;533197.75;152651.25
1758;1636010;5.599999905;533198.25;152651.25
1759;1636011;5.5;533198.75;152651.25
1760;1636012;5.699999809;533199.25;152651.25
1761;1636013;5.199999809;533199.75;152651.25
1762;1636014;7.699999809;533200.25;152651.25
1763;1636015;8.600000381;533200.75;152651.25
1764;1636016;10.10000038;533201.25;152651.25
1765;1636017;10.30000019;533201.75;152651.25
1766;1636018;10.60000038;533202.25;152651.25
1767;1636019;11;533202.75;152651.25
1768;1636020;14;533203.25;152651.25
1769;1636021;13.5;533203.75;152651.25
1770;1636022;13.69999981;533204.25;152651.25
1771;1636023;13.19999981;533204.75;152651.25
1772;1636024;14.89999962;533205.25;152651.25
1773;1636025;7.400000095;533205.75;152651.25
1774;1636026;16.39999962;533206.25;152651.25
1775;1636027;16.20000076;533206.75;152651.25
1776;1636028;16;533207.25;152651.25
1777;1636029;4.699999809;533207.75;152651.25
1778;1636030;15.69999981;533208.25;152651.25
1779;1636031;15.39999962;533208.75;152651.25
1780;1636032;15.89999962;533209.25;152651.25
1781;1636033;12.10000038;533209.75;152651.25
1782;1636034;12.19999981;533210.25;152651.25
1783;1636035;14.19999981;533210.75;152651.25
1784;1636036;13.60000038;533211.25;152651.25
1785;1636037;11.60000038;533211.75;152651.25
1786;1636038;12.39999962;533212.25;152651.25
1787;1636039;12.69999981;533212.75;152651.25
1788;1636040;12.39999962;533213.25;152651.25
1789;1636041;7;533213.75;152651.25
1790;1636042;7.800000191;533214.25;152651.25
1791;1636043;7.900000095;533214.75;152651.25
1792;1636044;7.300000191;533215.25;152651.25
1793;1637486;3.900000095;533169.25;152650.75
1794;1637487;4.5;533170.25;152650.75
1795;1637488;4.800000191;533170.75;152650.75
1796;1637489;4.400000095;533171.25;152650.75
1797;1637490;3.700000048;533172.75;152650.75
1798;1637491;4.199999809;533173.25;152650.75
1799;1637492;4.300000191;533173.75;152650.75
1800;1637493;4;533174.25;152650.75
1801;1637494;4.099999905;533174.75;152650.75
1802;1637495;3.900000095;533175.25;152650.75
1803;1637496;3.799999952;533196.25;152650.75
1804;1637497;3.599999905;533196.75;152650.75
1805;1637498;3.400000095;533197.25;152650.75
1807;1637500;5.599999905;533198.25;152650.75
1808;1637501;5.699999809;533198.75;152650.75
1809;1637502;6.300000191;533199.25;152650.75
1810;1637503;8.100000381;533199.75;152650.75
1811;1637504;8.199999809;533200.25;152650.75
1812;1637505;8.899999619;533200.75;152650.75
1813;1637506;9.699999809;533201.25;152650.75
1814;1637507;10.39999962;533201.75;152650.75
1815;1637508;11;533202.25;152650.75
1816;1637509;14.19999981;533202.75;152650.75
1817;1637510;13.5;533203.25;152650.75
1818;1637511;13.10000038;533203.75;152650.75
1819;1637512;14.5;533204.25;152650.75
1820;1637513;15.19999981;533204.75;152650.75
1821;1637514;14.39999962;533205.25;152650.75
1822;1637515;14.30000019;533205.75;152650.75
1823;1637516;6;533206.25;152650.75
1824;1637517;5.400000095;533206.75;152650.75
1825;1637518;13.80000019;533207.25;152650.75
1826;1637519;15.39999962;533207.75;152650.75
1827;1637520;16.29999924;533208.25;152650.75
1828;1637521;15.80000019;533208.75;152650.75
1829;1637522;14.69999981;533209.25;152650.75
1830;1637523;14.89999962;533209.75;152650.75
1831;1637524;15;533210.25;152650.75
1832;1637525;12.80000019;533210.75;152650.75
1833;1637526;14.19999981;533211.25;152650.75
1834;1637527;13.39999962;533211.75;152650.75
1835;1637528;12;533212.25;152650.75
1836;1637529;5.699999809;533212.75;152650.75
1837;1637530;6.599999905;533213.25;152650.75
1838;1637531;11;533213.75;152650.75
1839;1637532;11.10000038;533214.25;152650.75
1840;1637533;7.400000095;533214.75;152650.75
1841;1638967;3.5;533170.25;152650.25
1842;1638968;3.799999952;533195.75;152650.25
1843;1638969;3.700000048;533196.25;152650.25
1844;1638970;5.099999905;533196.75;152650.25
1845;1638971;3.5;533197.25;152650.25
1846;1638972;5.800000191;533198.75;152650.25
1847;1638973;8;533199.25;152650.25
1848;1638974;7.800000191;533199.75;152650.25
1849;1638975;9.899999619;533200.25;152650.25
1850;1638976;9.899999619;533200.75;152650.25
1851;1638977;10.39999962;533201.25;152650.25
1852;1638978;10.5;533201.75;152650.25
1853;1638979;10.89999962;533202.25;152650.25
1854;1638980;11.30000019;533202.75;152650.25
1855;1638981;13.30000019;533203.25;152650.25
1856;1638982;11.5;533203.75;152650.25
1857;1638983;14.30000019;533204.25;152650.25
1858;1638984;14.80000019;533204.75;152650.25
1859;1638985;15.30000019;533205.25;152650.25
1860;1638986;14.69999981;533205.75;152650.25
1861;1638987;9.5;533206.25;152650.25
1862;1638988;14.60000038;533206.75;152650.25
1863;1638989;15.89999962;533207.25;152650.25
1864;1638990;16;533207.75;152650.25
1865;1638991;15.5;533208.25;152650.25
1866;1638992;11.39999962;533208.75;152650.25
1867;1638993;14.60000038;533209.25;152650.25
1868;1638994;14.89999962;533209.75;152650.25
1869;1638995;13.60000038;533210.75;152650.25
1870;1638996;13.89999962;533211.25;152650.25
1871;1638997;11;533212.25;152650.25
1872;1638998;9.5;533212.75;152650.25
1873;1638999;9.800000191;533213.25;152650.25
1874;1639000;10.69999981;533213.75;152650.25
1875;1639001;10.69999981;533214.25;152650.25
1876;1639002;7.900000095;533214.75;152650.25
1877;1640416;3.700000048;533195.75;152649.75
1878;1640417;3.900000095;533196.25;152649.75
1879;1640418;3.700000048;533196.75;152649.75
1880;1640419;3.700000048;533197.25;152649.75
1881;1640420;5.800000191;533198.75;152649.75
1882;1640421;8.300000191;533199.25;152649.75
1883;1640422;7.5;533199.75;152649.75
1884;1640423;10;533200.25;152649.75
1885;1640424;10;533200.75;152649.75
1886;1640425;10.60000038;533201.25;152649.75
1887;1640426;11.19999981;533201.75;152649.75
1888;1640427;11.89999962;533202.25;152649.75
1889;1640428;11.89999962;533202.75;152649.75
1890;1640429;12.39999962;533203.25;152649.75
1891;1640430;11.69999981;533203.75;152649.75
1892;1640431;11.60000038;533204.25;152649.75
1893;1640432;10.89999962;533204.75;152649.75
1894;1640433;16.5;533205.25;152649.75
1895;1640434;16.89999962;533205.75;152649.75
1896;1640435;17.10000038;533206.25;152649.75
1897;1640436;16;533206.75;152649.75
1898;1640437;15;533207.25;152649.75
1899;1640438;15.89999962;533207.75;152649.75
1900;1640439;16.60000038;533208.25;152649.75
1901;1640440;16.5;533208.75;152649.75
1902;1640441;12.39999962;533209.25;152649.75
1903;1640442;15;533209.75;152649.75
1904;1640443;15.10000038;533210.25;152649.75
1905;1640444;13.30000019;533210.75;152649.75
1906;1640445;14.39999962;533211.25;152649.75
1907;1640446;13.30000019;533211.75;152649.75
1908;1640447;13.80000019;533212.25;152649.75
1909;1640448;9.699999809;533212.75;152649.75
1910;1640449;9.800000191;533213.25;152649.75
1911;1640450;5.199999809;533213.75;152649.75
1912;1640451;7.599999905;533214.25;152649.75
1913;1641864;3.5;533196.75;152649.25
1914;1641865;7.400000095;533197.75;152649.25
1915;1641866;7.099999905;533198.25;152649.25
1916;1641867;7;533198.75;152649.25
1917;1641868;8.899999619;533199.25;152649.25
1918;1641869;8.800000191;533199.75;152649.25
1919;1641870;10.39999962;533200.25;152649.25
1920;1641871;11;533200.75;152649.25
1921;1641872;11.10000038;533201.25;152649.25
1922;1641873;11.69999981;533201.75;152649.25
1923;1641874;12.19999981;533202.25;152649.25
1924;1641875;11.89999962;533202.75;152649.25
1925;1641876;12.19999981;533203.25;152649.25
1926;1641877;11.80000019;533203.75;152649.25
1927;1641878;11.89999962;533204.25;152649.25
1928;1641879;16;533204.75;152649.25
1929;1641880;16.5;533205.25;152649.25
1930;1641881;16.5;533205.75;152649.25
1931;1641882;14.5;533206.25;152649.25
1932;1641883;16.10000038;533206.75;152649.25
1933;1641884;13.89999962;533207.25;152649.25
1934;1641885;16.70000076;533207.75;152649.25
1935;1641886;17;533208.25;152649.25
1936;1641887;15.69999981;533208.75;152649.25
1937;1641888;15.19999981;533209.25;152649.25
1938;1641889;14.39999962;533209.75;152649.25
1939;1641890;14.69999981;533210.25;152649.25
1940;1641891;14.10000038;533210.75;152649.25
1941;1641892;14.80000019;533211.25;152649.25
1942;1641893;14.19999981;533211.75;152649.25
1943;1641894;13.39999962;533212.25;152649.25
1944;1641895;9.600000381;533212.75;152649.25
1945;1641896;9.199999809;533213.25;152649.25
1946;1641897;9.899999619;533213.75;152649.25
1947;1641898;9.300000191;533214.25;152649.25
1948;1641899;7.800000191;533214.75;152649.25
1949;1643276;4.099999905;533197.25;152648.75
1950;1643277;6.599999905;533197.75;152648.75
1951;1643278;6.300000191;533198.25;152648.75
1952;1643279;6.400000095;533198.75;152648.75
1953;1643280;9.199999809;533199.25;152648.75
1954;1643281;9.800000191;533199.75;152648.75
1955;1643282;10.5;533200.25;152648.75
1956;1643283;10.5;533200.75;152648.75
1957;1643284;11.10000038;533201.25;152648.75
1958;1643285;11.30000019;533201.75;152648.75
1959;1643286;11.69999981;533202.25;152648.75
1960;1643287;12;533202.75;152648.75
1961;1643288;12.10000038;533203.25;152648.75
1962;1643289;14.5;533203.75;152648.75
1963;1643290;14.69999981;533204.25;152648.75
1964;1643291;15.80000019;533204.75;152648.75
1965;1643292;17.10000038;533205.25;152648.75
1966;1643293;16.70000076;533205.75;152648.75
1967;1643294;16.79999924;533206.25;152648.75
1968;1643295;14.39999962;533206.75;152648.75
1969;1643296;16.10000038;533207.25;152648.75
1970;1643297;16;533207.75;152648.75
1971;1643298;17;533208.25;152648.75
1972;1643299;15.69999981;533208.75;152648.75
1973;1643300;15.80000019;533209.25;152648.75
1974;1643301;11.69999981;533210.75;152648.75
1975;1643302;13.80000019;533211.25;152648.75
1976;1643303;14.39999962;533211.75;152648.75
1977;1643304;14.10000038;533212.25;152648.75
1978;1643305;13.60000038;533212.75;152648.75
1979;1643306;8;533213.25;152648.75
1980;1643307;8.899999619;533213.75;152648.75
1981;1643308;6.300000191;533214.25;152648.75
1982;1644665;4.400000095;533197.75;152648.25
1983;1644666;9;533198.25;152648.25
1984;1644667;9.5;533198.75;152648.25
1985;1644668;9.100000381;533199.25;152648.25
1986;1644669;8.800000191;533199.75;152648.25
1987;1644670;9.600000381;533200.25;152648.25
1988;1644671;9.800000191;533200.75;152648.25
1989;1644672;10.80000019;533201.25;152648.25
1990;1644673;11.19999981;533201.75;152648.25
1991;1644674;12;533202.25;152648.25
1992;1644675;12.30000019;533202.75;152648.25
1993;1644676;12.60000038;533203.25;152648.25
1994;1644677;12.39999962;533203.75;152648.25
1995;1644678;15.69999981;533204.25;152648.25
1996;1644679;15.89999962;533204.75;152648.25
1997;1644680;16.5;533205.25;152648.25
1998;1644681;17;533205.75;152648.25
1999;1644682;16.79999924;533206.25;152648.25
2000;1644683;17;533206.75;152648.25
2001;1644684;15.80000019;533207.25;152648.25
2002;1644685;16.10000038;533207.75;152648.25
2003;1644686;16.60000038;533208.25;152648.25
2004;1644687;16.60000038;533208.75;152648.25
2005;1644688;16.10000038;533209.25;152648.25
2006;1644689;11.89999962;533210.75;152648.25
2007;1644690;14.19999981;533211.25;152648.25
2008;1644691;12.5;533211.75;152648.25
2009;1644692;13;533212.25;152648.25
2010;1644693;9.300000191;533212.75;152648.25
2011;1644694;9.300000191;533213.25;152648.25
2012;1644695;10.5;533213.75;152648.25
2013;1644696;6.099999905;533214.25;152648.25
2014;1644697;8.600000381;533214.75;152648.25
2015;1644698;6.599999905;533215.25;152648.25
2016;1646045;9.199999809;533197.75;152647.75
2017;1646046;10.69999981;533198.25;152647.75
2018;1646047;9.5;533198.75;152647.75
2019;1646048;9.399999619;533199.25;152647.75
2020;1646049;8.600000381;533199.75;152647.75
2021;1646050;9.800000191;533200.25;152647.75
2022;1646051;10;533200.75;152647.75
2023;1646052;10;533201.25;152647.75
2024;1646053;10.30000019;533201.75;152647.75
2025;1646054;10.89999962;533202.25;152647.75
2026;1646055;11.60000038;533202.75;152647.75
2027;1646056;11.89999962;533203.25;152647.75
2028;1646057;12.19999981;533203.75;152647.75
2029;1646058;11.89999962;533204.25;152647.75
2030;1646059;15.69999981;533204.75;152647.75
2031;1646060;16.29999924;533205.25;152647.75
2032;1646061;16.89999962;533205.75;152647.75
2033;1646062;17.39999962;533206.25;152647.75
2034;1646063;17;533206.75;152647.75
2035;1646064;14.5;533207.25;152647.75
2036;1646065;16.29999924;533207.75;152647.75
2037;1646066;17;533208.25;152647.75
2038;1646067;16.10000038;533208.75;152647.75
2039;1646068;16;533209.25;152647.75
2040;1646069;14.60000038;533209.75;152647.75
2041;1646070;10.69999981;533210.25;152647.75
2042;1646071;11.19999981;533210.75;152647.75
2043;1646072;11.89999962;533211.25;152647.75
2044;1646073;13.19999981;533211.75;152647.75
2045;1646074;11.39999962;533212.25;152647.75
2046;1646075;8.699999809;533212.75;152647.75
2047;1646076;10.69999981;533213.25;152647.75
2048;1646077;8.5;533213.75;152647.75
2049;1646078;10.30000019;533214.25;152647.75
2050;1646079;11.60000038;533214.75;152647.75
2051;1646080;8.5;533215.25;152647.75
2052;1647409;4.400000095;533195.75;152647.25
2053;1647410;4;533196.25;152647.25
2054;1647411;4.599999905;533196.75;152647.25
2055;1647412;4.5;533197.75;152647.25
2056;1647413;4.400000095;533198.25;152647.25
2057;1647414;4.599999905;533198.75;152647.25
2058;1647415;8.699999809;533199.25;152647.25
2059;1647416;10;533199.75;152647.25
2060;1647417;10.30000019;533200.25;152647.25
2061;1647418;9.800000191;533200.75;152647.25
2062;1647419;9.600000381;533201.25;152647.25
2063;1647420;10.30000019;533201.75;152647.25
2064;1647421;11.10000038;533202.25;152647.25
2065;1647422;11.80000019;533202.75;152647.25
2066;1647423;11.69999981;533203.25;152647.25
2067;1647424;11.30000019;533203.75;152647.25
2068;1647425;15.10000038;533204.25;152647.25
2069;1647426;15.19999981;533204.75;152647.25
2070;1647427;16.5;533205.25;152647.25
2071;1647428;17.10000038;533205.75;152647.25
2072;1647429;16.60000038;533206.25;152647.25
2073;1647430;17;533206.75;152647.25
2074;1647431;16.10000038;533207.25;152647.25
2075;1647432;16.70000076;533207.75;152647.25
2076;1647433;17;533208.25;152647.25
2077;1647434;16.5;533208.75;152647.25
2078;1647435;14.89999962;533209.25;152647.25
2079;1647436;15.5;533209.75;152647.25
2080;1647437;15.60000038;533210.25;152647.25
2081;1647438;10.89999962;533210.75;152647.25
2082;1647439;11.30000019;533211.25;152647.25
2083;1647440;13;533211.75;152647.25
2084;1647441;11.19999981;533212.25;152647.25
2085;1647442;9.699999809;533212.75;152647.25
2086;1647443;9.100000381;533213.25;152647.25
2087;1647444;10.5;533213.75;152647.25
2088;1647445;11;533214.25;152647.25
2089;1647446;9.699999809;533214.75;152647.25
2090;1647447;10.30000019;533215.25;152647.25
2091;1648735;4;533195.75;152646.75
2092;1648736;4.199999809;533196.25;152646.75
2093;1648737;4.099999905;533196.75;152646.75
2094;1648738;4.5;533197.25;152646.75
2095;1648739;4.5;533197.75;152646.75
2096;1648740;4.099999905;533198.25;152646.75
2097;1648741;8.100000381;533198.75;152646.75
2098;1648742;8.300000191;533199.25;152646.75
2099;1648743;11.10000038;533199.75;152646.75
2100;1648744;10.80000019;533200.25;152646.75
2101;1648745;10;533200.75;152646.75
2102;1648746;9.800000191;533201.25;152646.75
2103;1648747;10;533201.75;152646.75
2104;1648748;10.5;533202.25;152646.75
2105;1648749;11.80000019;533203.25;152646.75
2106;1648750;14.80000019;533203.75;152646.75
2107;1648751;15;533204.25;152646.75
2108;1648752;14.60000038;533204.75;152646.75
2109;1648753;13.5;533205.25;152646.75
2110;1648754;16.29999924;533205.75;152646.75
2111;1648755;16.10000038;533206.25;152646.75
2112;1648756;17.10000038;533206.75;152646.75
2113;1648757;15.69999981;533207.25;152646.75
2114;1648758;15.19999981;533207.75;152646.75
2115;1648759;16.60000038;533208.25;152646.75
2116;1648760;16.10000038;533208.75;152646.75
2117;1648761;13;533209.25;152646.75
2118;1648762;14.89999962;533209.75;152646.75
2119;1648763;10.60000038;533210.25;152646.75
2120;1648764;13.10000038;533210.75;152646.75
2121;1648765;13.30000019;533211.25;152646.75
2122;1648766;11.39999962;533211.75;152646.75
2123;1648767;8.899999619;533212.25;152646.75
2124;1648768;10.10000038;533212.75;152646.75
2125;1648769;10.10000038;533213.25;152646.75
2126;1648770;9.699999809;533213.75;152646.75
2127;1648771;10.5;533214.25;152646.75
2128;1648772;10.30000019;533214.75;152646.75
2132;1650087;4;533195.75;152646.25
2133;1650088;4.400000095;533196.25;152646.25
2134;1650089;4.699999809;533196.75;152646.25
2135;1650090;8;533197.25;152646.25
2136;1650091;7.199999809;533197.75;152646.25
2137;1650092;7.699999809;533198.25;152646.25
2138;1650093;9.800000191;533198.75;152646.25
2139;1650094;9.699999809;533199.25;152646.25
2140;1650095;11.19999981;533199.75;152646.25
2141;1650096;11.60000038;533200.25;152646.25
2142;1650097;10.39999962;533200.75;152646.25
2143;1650098;10.69999981;533201.25;152646.25
2144;1650099;8.899999619;533201.75;152646.25
2145;1650100;10.60000038;533202.25;152646.25
2146;1650101;8.699999809;533202.75;152646.25
2147;1650102;10;533203.25;152646.25
2148;1650103;12;533203.75;152646.25
2149;1650104;14.5;533204.25;152646.25
2150;1650105;14.39999962;533204.75;152646.25
2151;1650106;14.69999981;533205.25;152646.25
2152;1650107;13.60000038;533205.75;152646.25
2153;1650108;15.10000038;533206.25;152646.25
2154;1650109;15.39999962;533206.75;152646.25
2155;1650110;14;533207.25;152646.25
2156;1650111;15.80000019;533207.75;152646.25
2157;1650112;16.70000076;533208.25;152646.25
2158;1650113;14.60000038;533208.75;152646.25
2159;1650114;13.80000019;533209.25;152646.25
2160;1650115;10;533209.75;152646.25
2161;1650116;12.69999981;533210.25;152646.25
2162;1650117;13;533210.75;152646.25
2163;1650118;12.60000038;533211.25;152646.25
2164;1650119;11.69999981;533211.75;152646.25
2165;1650120;8.600000381;533212.25;152646.25
2166;1650121;9.300000191;533212.75;152646.25
2167;1650122;8.100000381;533213.25;152646.25
2168;1650123;11;533213.75;152646.25
2169;1650124;10.5;533214.25;152646.25
2170;1650125;10.69999981;533214.75;152646.25
2171;1651458;4.599999905;533195.75;152645.75
2172;1651459;4.5;533196.25;152645.75
2173;1651460;5.400000095;533196.75;152645.75
2174;1651461;6.699999809;533197.25;152645.75
2175;1651462;8.100000381;533197.75;152645.75
2176;1651463;8;533198.25;152645.75
2177;1651464;10.60000038;533198.75;152645.75
2178;1651465;11.39999962;533199.25;152645.75
2179;1651466;11.80000019;533199.75;152645.75
2180;1651467;12.10000038;533200.25;152645.75
2181;1651468;12.39999962;533200.75;152645.75
2182;1651469;11.19999981;533201.25;152645.75
2183;1651470;10.5;533201.75;152645.75
2184;1651471;10.30000019;533202.25;152645.75
2185;1651472;10;533202.75;152645.75
2186;1651473;7.099999905;533203.25;152645.75
2187;1651474;9.899999619;533203.75;152645.75
2188;1651475;14.60000038;533204.25;152645.75
2189;1651476;14.30000019;533204.75;152645.75
2190;1651477;14;533205.25;152645.75
2191;1651478;12.80000019;533205.75;152645.75
2192;1651479;13.89999962;533206.25;152645.75
2193;1651480;14.69999981;533206.75;152645.75
2194;1651481;14.89999962;533207.25;152645.75
2195;1651482;13.80000019;533207.75;152645.75
2196;1651483;12.89999962;533208.25;152645.75
2197;1651484;13.69999981;533208.75;152645.75
2198;1651485;14.30000019;533209.25;152645.75
2199;1651486;12;533209.75;152645.75
2200;1651487;12.10000038;533210.25;152645.75
2201;1651488;12.89999962;533210.75;152645.75
2202;1651489;11.89999962;533211.25;152645.75
2203;1651490;11.80000019;533211.75;152645.75
2204;1651491;11;533212.25;152645.75
2205;1651492;9.5;533212.75;152645.75
2206;1651493;10.19999981;533213.25;152645.75
2207;1651494;7.5;533213.75;152645.75
2208;1651495;7.300000191;533214.25;152645.75
2209;1651496;6.699999809;533214.75;152645.75
2210;1652814;4.400000095;533195.75;152645.25
2211;1652815;4.699999809;533196.25;152645.25
2212;1652816;5.900000095;533196.75;152645.25
2213;1652817;5.300000191;533197.25;152645.25
2214;1652818;9.100000381;533197.75;152645.25
2215;1652819;10.30000019;533198.25;152645.25
2216;1652820;10.39999962;533198.75;152645.25
2217;1652821;11.30000019;533199.25;152645.25
2218;1652822;11.60000038;533199.75;152645.25
2219;1652823;12.89999962;533200.25;152645.25
2220;1652824;12.30000019;533200.75;152645.25
2221;1652825;10.80000019;533201.25;152645.25
2222;1652826;10.10000038;533201.75;152645.25
2223;1652827;10.80000019;533202.25;152645.25
2224;1652828;9.800000191;533202.75;152645.25
2225;1652829;7.599999905;533203.25;152645.25
2226;1652830;8.300000191;533203.75;152645.25
2227;1652831;8.600000381;533204.25;152645.25
2228;1652832;13;533205.25;152645.25
2229;1652833;12.5;533205.75;152645.25
2230;1652834;12.89999962;533206.25;152645.25
2231;1652835;14.5;533206.75;152645.25
2232;1652836;14.30000019;533207.25;152645.25
2233;1652837;11.80000019;533207.75;152645.25
2234;1652838;14.69999981;533208.25;152645.25
2235;1652839;13.30000019;533208.75;152645.25
2236;1652840;13.39999962;533209.25;152645.25
2237;1652841;12.69999981;533209.75;152645.25
2238;1652842;12.5;533210.25;152645.25
2239;1652843;12.80000019;533210.75;152645.25
2240;1652844;11.60000038;533211.25;152645.25
2241;1652845;12.10000038;533211.75;152645.25
2242;1652846;12.10000038;533212.25;152645.25
2243;1652847;9.100000381;533212.75;152645.25
2244;1652848;9.100000381;533213.25;152645.25
2245;1652849;9.199999809;533213.75;152645.25
2246;1652850;6.900000095;533214.25;152645.25
2247;1652851;5.800000191;533214.75;152645.25
2248;1652852;6.199999809;533215.25;152645.25
2249;1652853;5.800000191;533215.75;152645.25
2250;1654157;4.5;533172.25;152644.75
2251;1654158;4.300000191;533183.75;152644.75
2252;1654159;4.699999809;533187.25;152644.75
2253;1654160;5.099999905;533188.25;152644.75
2254;1654161;5.199999809;533188.75;152644.75
2255;1654162;4.400000095;533195.75;152644.75
2256;1654163;4.800000191;533196.25;152644.75
2257;1654164;5.099999905;533196.75;152644.75
2258;1654165;9.300000191;533197.25;152644.75
2259;1654166;9;533197.75;152644.75
2260;1654167;10.19999981;533198.25;152644.75
2261;1654168;9.800000191;533198.75;152644.75
2262;1654169;12;533199.25;152644.75
2263;1654170;11.89999962;533199.75;152644.75
2264;1654171;12.39999962;533200.25;152644.75
2265;1654172;12.5;533200.75;152644.75
2266;1654173;12.10000038;533201.25;152644.75
2267;1654174;11.19999981;533201.75;152644.75
2268;1654175;10.80000019;533202.25;152644.75
