OBJECTID,pointid,grid_code,POINT_X,POINT_Y
634,3229046,14.69999981,532620.25,152048.75
635,3229047,14.39999962,532620.75,152048.75
636,3229048,14.39999962,532621.25,152048.75
637,3229049,10.39999962,532621.75,152048.75
638,3229050,14.5,532622.25,152048.75
639,3229051,14.19999981,532622.75,152048.75
640,3229052,14.5,532623.25,152048.75
641,3229053,13.10000038,532623.75,152048.75
642,3229054,11.89999962,532624.25,152048.75
643,3229055,13.69999981,532624.75,152048.75
644,3229056,6,532625.25,152048.75
645,3229057,13.80000019,532625.75,152048.75
646,3229058,13.60000038,532626.25,152048.75
647,3229059,12.89999962,532626.75,152048.75
648,3229060,11.39999962,532627.25,152048.75
649,3229061,11.60000038,532627.75,152048.75
650,3229062,10.89999962,532628.25,152048.75
651,3229063,7.800000191,532628.75,152048.75
652,3229064,7.900000095,532629.25,152048.75
657,3229666,8.100000381,532605.75,152048.25
658,3229667,8.800000191,532606.25,152048.25
659,3229668,8.899999619,532606.75,152048.25
660,3229669,11.89999962,532607.25,152048.25
661,3229670,10.39999962,532607.75,152048.25
662,3229671,11.10000038,532608.25,152048.25
663,3229672,13.10000038,532608.75,152048.25
664,3229673,10.19999981,532609.25,152048.25
665,3229674,13.39999962,532609.75,152048.25
666,3229675,13.30000019,532610.25,152048.25
667,3229676,13,532610.75,152048.25
668,3229677,10.69999981,532611.25,152048.25
669,3229678,10.80000019,532611.75,152048.25
670,3229679,11.39999962,532612.25,152048.25
