532655.65 151987.09 16.61 20.20 251.25
532851.75 152253.99 5.16 17.30 53.25
533305.18 152417.22 4.74 13.90 102.75
532926.76 152912.96 8.37 12.10 152.50
533030.57 153110.58 6.68 11.00 94.25
533301.29 152583.16 4.39 16.10 78.25
533060.58 153077.64 9.04 14.30 207.75
533122.29 152791.83 7.42 14.10 183.75
532598.76 151974.13 10.54 15.40 209.75
532994.12 152599.40 9.47 27.70 56.75
532669.46 151978.81 13.14 18.60 212.75
533119.73 152862.77 12.65 19.30 156.50
533117.92 152913.60 18.12 23.80 185.00
532920.29 152129.32 8.01 18.20 22.75
532755.39 152235.06 4.94 7.60 66.00
533237.62 152268.64 4.27 8.10 6.75
533248.12 152673.96 5.76 15.50 101.50
532701.49 152289.68 4.27 7.20 45.00
533172.38 152631.48 5.38 7.90 89.25
533069.50 152427.71 7.25 10.90 90.25
532996.85 152205.54 5.01 7.00 42.75
532835.85 152317.55 7.58 18.70 79.50
533069.18 152666.94 4.99 9.30 21.75
533205.24 152441.11 5.39 15.80 126.00
532960.27 152502.79 7.04 25.90 39.00
532669.75 152184.67 6.04 9.80 17.75
532799.73 152545.82 6.32 13.80 106.25
533232.69 152591.23 6.29 11.10 147.75
533043.62 152581.91 10.50 18.30 204.75
533049.99 153162.81 6.00 18.90 120.75
533158.10 152934.49 18.18 25.50 246.50
533107.05 152370.29 4.13 8.40 36.25
533319.75 152678.21 6.45 12.40 163.00
533132.89 153143.86 4.45 14.50 65.00
533337.22 152657.49 5.87 9.10 173.25
532645.07 151961.23 10.80 15.70 197.75
532606.11 152002.62 11.19 16.30 227.50
533071.21 152882.03 8.31 12.40 72.25
533251.17 152463.82 6.94 11.90 24.75
533226.97 152762.39 15.14 20.70 173.25
533068.58 153110.70 15.08 20.00 186.25
533505.63 152339.67 13.08 24.10 25.50
532659.91 152227.55 4.10 9.00 33.75
533110.03 152443.28 6.94 20.60 146.50
533103.36 152942.75 6.14 14.40 185.50
533169.89 152153.68 3.97 4.30 1.75
533495.06 152729.71 8.51 18.70 141.00
533069.63 152394.76 5.00 8.40 74.75
533460.01 152326.24 9.36 14.00 186.25
532935.07 152190.96 5.35 15.70 95.00
533157.00 152842.93 12.01 18.10 194.25
